"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","15-Nov-2019","        705.30","        709.05","        712.95","        702.30","        704.60","        703.90","        705.52","    7362623","          5194471562.05","     122419","    4660400","         63.30"
"INFY","EQ","18-Nov-2019","        703.90","        705.00","        710.00","        699.30","        709.90","        705.20","        703.53","    7490916","          5270093825.70","     140015","    4896848","         65.37"
"INFY","EQ","19-Nov-2019","        705.20","        709.90","        714.00","        705.00","        712.80","        712.85","        710.87","    6495885","          4617726813.95","     127941","    3654389","         56.26"
"INFY","EQ","20-Nov-2019","        712.85","        712.80","        715.00","        705.00","        713.00","        713.00","        710.95","    6142171","          4366791187.10","      87462","    3748676","         61.03"
"INFY","EQ","21-Nov-2019","        713.00","        715.50","        721.45","        710.50","        712.15","        713.25","        714.88","    9692973","          6929352718.45","     127699","    6217311","         64.14"
"INFY","EQ","22-Nov-2019","        713.25","        711.75","        712.00","        685.10","        692.95","        693.20","        693.38","   14415826","          9995652431.05","     223156","    5835762","         40.48"
"INFY","EQ","25-Nov-2019","        693.20","        693.35","        705.15","        693.20","        699.00","        698.10","        698.13","    7334511","          5120436170.30","     109264","    3806774","         51.90"
"INFY","EQ","26-Nov-2019","        698.10","        705.00","        707.25","        686.00","        692.60","        690.60","        693.08","   27253106","         18888701555.80","     163058","   18766289","         68.86"
"INFY","EQ","27-Nov-2019","        690.60","        694.25","        697.65","        690.10","        696.15","        695.75","        694.39","    3861635","          2681478170.25","      64039","    2127806","         55.10"
"INFY","EQ","28-Nov-2019","        695.75","        699.10","        703.35","        694.05","        701.45","        701.85","        698.53","    4837683","          3379270403.10","      84619","    2196270","         45.40"
"INFY","EQ","29-Nov-2019","        701.85","        700.90","        702.30","        691.55","        695.80","        696.35","        695.72","    4262379","          2965402318.65","     110226","    2568211","         60.25"
"INFY","EQ","02-Dec-2019","        696.35","        703.10","        704.00","        690.30","        692.75","        692.70","        693.51","    9383736","          6507684351.30","     102880","    7134359","         76.03"
"INFY","EQ","03-Dec-2019","        692.70","        692.70","        699.70","        688.55","        699.00","        698.35","        696.23","    5239013","          3647553741.70","      84499","    2780779","         53.08"
"INFY","EQ","04-Dec-2019","        698.35","        697.00","        710.50","        693.35","        708.25","        708.85","        706.09","    7427886","          5244767944.90","     169304","    3885827","         52.31"
"INFY","EQ","05-Dec-2019","        708.85","        706.45","        715.90","        703.80","        714.10","        714.85","        712.06","    4814422","          3428139267.65","      76989","    1946177","         40.42"
"INFY","EQ","06-Dec-2019","        714.85","        715.95","        720.00","        709.60","        714.50","        715.10","        715.43","    5226096","          3738886364.80","      79319","    2470841","         47.28"
"INFY","EQ","09-Dec-2019","        715.10","        716.00","        722.35","        714.25","        716.05","        717.25","        718.66","    6435865","          4625177252.05","     114112","    3793800","         58.95"
"INFY","EQ","10-Dec-2019","        717.25","        713.00","        718.50","        710.00","        713.45","        714.55","        715.42","    4457939","          3189284687.65","      81372","    2491263","         55.88"
"INFY","EQ","11-Dec-2019","        714.55","        716.60","        722.70","        713.00","        720.00","        721.05","        718.49","    6043554","          4342244980.80","     125702","    3829712","         63.37"
"INFY","EQ","12-Dec-2019","        721.05","        718.50","        720.70","        699.55","        702.10","        702.10","        706.03","   11112042","          7845417394.45","     163350","    4701874","         42.31"
"INFY","EQ","13-Dec-2019","        702.10","        700.35","        712.90","        700.35","        711.50","        711.30","        708.50","   10302412","          7299214569.75","     132030","    5440986","         52.81"
"INFY","EQ","16-Dec-2019","        711.30","        712.30","        720.20","        710.20","        714.25","        714.00","        715.89","    5616324","          4020694131.10","     116838","    3181046","         56.64"
"INFY","EQ","17-Dec-2019","        714.00","        719.70","        731.25","        715.00","        730.50","        729.70","        726.51","   10525565","          7646917889.85","     193372","    5918984","         56.23"
"INFY","EQ","18-Dec-2019","        729.70","        731.00","        737.30","        722.75","        733.40","        732.45","        732.13","   12215295","          8943242214.25","     210673","    6987100","         57.20"
"INFY","EQ","19-Dec-2019","        732.45","        733.50","        735.95","        724.60","        732.00","        730.85","        729.59","    7199210","          5252474994.35","     165219","    3944237","         54.79"
"INFY","EQ","20-Dec-2019","        730.85","        731.00","        735.00","        728.25","        730.00","        731.55","        731.45","    7794167","          5701077059.75","     131404","    4269114","         54.77"
