"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","28-Feb-2019","        735.25","        738.70","        742.40","        732.30","        734.70","        734.30","        735.59","    8559921","          6296619713.60","     142436","    4612032","         53.88"
"INFY","EQ","01-Mar-2019","        734.30","        735.50","        743.40","        735.50","        741.80","        741.90","        740.00","    3998826","          2959115940.15","      86883","    2141670","         53.56"
"INFY","EQ","05-Mar-2019","        741.90","        740.50","        742.50","        730.25","        732.75","        732.50","        734.79","    4826505","          3546464354.00","     187167","    2953053","         61.18"
"INFY","EQ","06-Mar-2019","        732.50","        736.10","        736.10","        727.00","        732.25","        732.50","        732.02","    6076668","          4448254459.45","     201307","    3216638","         52.93"
"INFY","EQ","07-Mar-2019","        732.50","        734.00","        734.50","        720.55","        723.30","        722.95","        724.84","    5951551","          4313906549.50","     132988","    3097595","         52.05"
"INFY","EQ","08-Mar-2019","        722.95","        722.95","        722.95","        710.65","        713.20","        712.35","        714.77","    7193994","          5142023171.55","     154378","    3414734","         47.47"
"INFY","EQ","11-Mar-2019","        712.35","        713.30","        718.50","        709.40","        711.05","        711.25","        712.07","    9932198","          7072398150.50","     173911","    6593102","         66.38"
"INFY","EQ","12-Mar-2019","        711.25","        709.00","        714.95","        705.60","        706.75","        706.95","        708.99","   11997387","          8505977966.95","     224748","    8806754","         73.41"
"INFY","EQ","13-Mar-2019","        706.95","        710.00","        718.60","        706.30","        709.00","        708.45","        710.81","   11348867","          8066893616.50","     183506","    5754904","         50.71"
"INFY","EQ","14-Mar-2019","        708.45","        714.00","        714.90","        706.20","        708.45","        708.35","        710.02","    6415187","          4554911140.75","     158840","    3794127","         59.14"
"INFY","EQ","15-Mar-2019","        708.35","        712.00","        723.75","        709.60","        720.00","        718.55","        717.57","   14638664","         10504207794.75","     174230","    9286884","         63.44"
"INFY","EQ","18-Mar-2019","        718.55","        721.55","        723.70","        705.35","        709.50","        710.20","        715.00","    8065544","          5766884632.40","     169894","    4656010","         57.73"
"INFY","EQ","19-Mar-2019","        710.20","        712.80","        726.50","        707.40","        725.90","        722.25","        715.22","    8917337","          6377897941.45","     165399","    5704607","         63.97"
"INFY","EQ","20-Mar-2019","        722.25","        727.25","        742.30","        727.15","        737.80","        738.95","        737.53","   13471173","          9935368276.45","     368666","    6929551","         51.44"
"INFY","BL","22-Mar-2019","        734.95","        738.95","        738.95","        738.95","        738.95","        738.95","        738.95","    1727935","          1276857568.25","          1","    1727935","        100.00"
"INFY","EQ","22-Mar-2019","        738.95","        745.00","        746.35","        732.30","        745.00","        743.10","        741.40","    8883260","          6586009782.70","     186950","    5182729","         58.34"
"INFY","EQ","25-Mar-2019","        743.10","        742.40","        742.40","        730.55","        733.95","        735.25","        735.24","    7644966","          5620907954.85","     150353","    4078146","         53.34"
"INFY","EQ","26-Mar-2019","        735.25","        735.25","        735.25","        719.10","        727.80","        727.75","        724.65","    9406261","          6816221095.10","     220918","    5868934","         62.39"
"INFY","EQ","27-Mar-2019","        727.75","        730.00","        732.30","        727.15","        728.90","        729.70","        730.32","    7387487","          5395199920.75","     122789","    5505910","         74.53"
"INFY","EQ","28-Mar-2019","        729.70","        730.00","        745.00","        730.00","        739.10","        737.80","        739.73","    9277241","          6862616740.60","     187881","    5521081","         59.51"
"INFY","EQ","29-Mar-2019","        737.80","        743.90","        747.95","        740.00","        742.15","        743.85","        743.49","    6924061","          5147991154.00","     155083","    4592403","         66.33"
"INFY","EQ","01-Apr-2019","        743.85","        742.00","        760.00","        742.00","        753.75","        755.10","        754.32","    6584982","          4967199559.50","     149150","    3788889","         57.54"
"INFY","EQ","02-Apr-2019","        755.10","        759.00","        765.80","        754.60","        755.00","        759.40","        760.56","    7283600","          5539625142.55","     169885","    4249666","         58.35"
"INFY","EQ","03-Apr-2019","        759.40","        756.00","        758.50","        746.80","        751.65","        753.30","        752.48","    6897127","          5189955761.45","     200625","    4213270","         61.09"
"INFY","EQ","04-Apr-2019","        753.30","        751.40","        753.80","        745.10","        748.95","        747.90","        748.43","    7688525","          5754345632.50","     178872","    5138276","         66.83"
"INFY","EQ","05-Apr-2019","        747.90","        750.90","        760.95","        748.00","        759.55","        759.30","        758.69","    6276040","          4761576372.70","     148065","    3851738","         61.37"
"INFY","EQ","08-Apr-2019","        759.30","        763.05","        770.00","        755.40","        769.15","        767.25","        762.80","    4919911","          3752910223.70","     143815","    2380635","         48.39"
"INFY","EQ","09-Apr-2019","        767.25","        770.00","        773.00","        758.20","        760.80","        760.60","        765.16","    6730692","          5150087734.70","     146107","    3353329","         49.82"
"INFY","EQ","10-Apr-2019","        760.60","        764.00","        766.70","        751.30","        752.85","        752.70","        759.53","    7031088","          5340336510.75","     134089","    4201714","         59.76"
"INFY","EQ","11-Apr-2019","        752.70","        751.75","        751.75","        740.05","        743.40","        742.70","        744.27","    8200995","          6103734443.10","     158348","    5047043","         61.54"
"INFY","EQ","12-Apr-2019","        742.70","        743.10","        751.55","        740.60","        748.00","        747.75","        746.82","    7043212","          5260021360.65","     165165","    2587611","         36.74"
"INFY","EQ","15-Apr-2019","        747.75","        724.70","        731.35","        712.60","        728.20","        727.50","        724.58","   31574803","         22878628207.35","     566543","   16753549","         53.06"
"INFY","EQ","16-Apr-2019","        727.50","        727.90","        727.90","        714.10","        724.00","        724.10","        722.40","   12524411","          9047646705.50","     343101","    7260034","         57.97"
"INFY","EQ","18-Apr-2019","        724.10","        722.50","        722.50","        712.75","        715.70","        717.05","        716.80","   13801105","          9892653588.75","     302789","    8498108","         61.58"
"INFY","EQ","22-Apr-2019","        717.05","        717.05","        725.75","        715.00","        721.30","        721.05","        721.04","    6455426","          4654646596.75","     115955","    3535056","         54.76"
"INFY","EQ","23-Apr-2019","        721.05","        723.90","        730.00","        718.40","        725.80","        728.20","        726.32","    5516668","          4006855184.00","     130836","    2893716","         52.45"
"INFY","EQ","24-Apr-2019","        728.20","        728.20","        737.90","        724.00","        735.00","        736.45","        733.43","    8285120","          6076539568.25","     174385","    4993503","         60.27"
"INFY","EQ","25-Apr-2019","        736.45","        736.45","        737.65","        727.05","        730.05","        728.55","        730.72","    8005235","          5849611510.20","     174336","    5361863","         66.98"
"INFY","EQ","26-Apr-2019","        728.55","        731.00","        739.80","        729.00","        738.60","        738.00","        736.11","    6895168","          5075636517.95","     151426","    4168443","         60.45"
"INFY","EQ","30-Apr-2019","        738.00","        738.00","        753.80","        738.00","        748.85","        751.35","        748.61","    9920046","          7426241722.40","     165676","    6888736","         69.44"
"INFY","EQ","02-May-2019","        751.35","        747.00","        748.40","        729.50","        730.80","        730.80","        738.19","    6351352","          4688477302.55","     115522","    4071262","         64.10"
"INFY","EQ","03-May-2019","        730.80","        722.90","        731.00","        718.20","        723.65","        723.60","        725.26","    6348116","          4604058031.10","     133663","    3735602","         58.85"
"INFY","EQ","06-May-2019","        723.60","        715.00","        721.80","        710.65","        717.15","        718.40","        718.07","    8858265","          6360864406.15","     148896","    6519864","         73.60"
"INFY","EQ","07-May-2019","        718.40","        720.40","        727.90","        718.70","        724.40","        724.55","        724.51","    5747536","          4164126682.95","     104342","    3690425","         64.21"
"INFY","EQ","08-May-2019","        724.55","        721.00","        726.00","        716.50","        718.95","        719.35","        721.65","    6247642","          4508602896.15","     162077","    3950857","         63.24"
"INFY","EQ","09-May-2019","        719.35","        719.15","        730.30","        715.80","        722.00","        721.05","        724.48","    7396525","          5358635227.00","     242225","    4808832","         65.01"
"INFY","EQ","10-May-2019","        721.05","        720.80","        726.00","        715.00","        716.50","        716.85","        717.88","    8352335","          5995942203.30","     181229","    5545377","         66.39"
"INFY","EQ","13-May-2019","        716.85","        716.55","        726.45","        712.10","        718.00","        719.70","        720.09","    6808993","          4903097928.50","     201194","    4745909","         69.70"
"INFY","EQ","14-May-2019","        719.70","        716.50","        717.75","        703.60","        713.60","        713.85","        711.18","   10513001","          7476675550.50","     252851","    7129503","         67.82"
"INFY","EQ","15-May-2019","        713.85","        714.90","        725.20","        712.60","        715.35","        716.10","        719.58","    6668929","          4798849588.65","     139499","    4056532","         60.83"
"INFY","EQ","16-May-2019","        716.10","        720.00","        737.00","        719.10","        733.15","        733.10","        730.03","    6468556","          4722270060.85","     137776","    3183434","         49.21"
"INFY","EQ","17-May-2019","        733.10","        733.15","        735.80","        720.10","        724.50","        723.90","        725.44","    8155948","          5916646100.85","     126562","    4816902","         59.06"
"INFY","EQ","20-May-2019","        723.90","        719.70","        726.40","        706.00","        721.30","        722.40","        719.31","   11213708","          8066098168.80","     209544","    6433842","         57.37"
"INFY","EQ","21-May-2019","        722.40","        722.65","        722.65","        707.70","        709.25","        709.30","        712.09","    8645535","          6156377506.40","     170212","    5649250","         65.34"
"INFY","EQ","22-May-2019","        709.30","        710.00","        718.25","        707.00","        709.95","        709.75","        712.73","    5795713","          4130757868.45","     141566","    3096074","         53.42"
"INFY","EQ","23-May-2019","        709.75","        715.00","        716.70","        697.45","        703.80","        701.05","        708.67","    7233736","          5126301903.60","     176571","    3889064","         53.76"
"INFY","EQ","24-May-2019","        701.05","        703.80","        711.75","        700.45","        709.00","        709.20","        706.58","    7016424","          4957669574.00","     143196","    4530623","         64.57"
"INFY","EQ","27-May-2019","        709.20","        707.40","        713.80","        705.50","        709.50","        708.10","        711.80","   10247544","          7294165659.35","      89920","    5823443","         56.83"
"INFY","EQ","28-May-2019","        708.10","        712.00","        733.45","        709.80","        726.25","        728.10","        725.58","   23860490","         17312718819.75","     195730","   15894106","         66.61"
"INFY","EQ","29-May-2019","        728.10","        725.50","        733.65","        723.65","        727.00","        727.80","        729.38","   10293077","          7507528234.50","     121851","    6211165","         60.34"
"INFY","EQ","30-May-2019","        727.80","        727.00","        737.25","        722.55","        732.60","        733.55","        733.51","   15089296","         11068104088.70","     149521","   10063526","         66.69"
"INFY","EQ","31-May-2019","        733.55","        736.50","        742.95","        733.20","        737.00","        737.75","        737.91","    8290306","          6117494484.60","     138065","    5107111","         61.60"
"INFY","EQ","03-Jun-2019","        737.75","        729.80","        750.90","        729.00","        745.15","        744.65","        742.27","    7744761","          5748728042.50","      97774","    4539082","         58.61"
"INFY","EQ","04-Jun-2019","        744.65","        737.25","        739.45","        733.15","        734.90","        735.30","        736.49","   11733702","          8641713182.70","     109238","    7602995","         64.80"
"INFY","EQ","06-Jun-2019","        735.30","        736.50","        744.65","        733.65","        735.50","        735.60","        736.86","    7563925","          5573564233.65","     124258","    4651412","         61.49"
"INFY","EQ","07-Jun-2019","        735.60","        735.85","        743.95","        735.85","        738.50","        739.10","        739.65","    3218358","          2380445779.00","      98025","    1674267","         52.02"
"INFY","EQ","10-Jun-2019","        739.10","        740.10","        754.10","        740.10","        753.00","        753.50","        751.37","    4435148","          3332437615.75","     124012","    2155368","         48.60"
"INFY","EQ","11-Jun-2019","        753.50","        755.00","        759.00","        750.50","        754.00","        754.90","        754.71","    5733127","          4326875500.85","     131848","    3559140","         62.08"
"INFY","EQ","12-Jun-2019","        754.90","        756.95","        756.95","        745.00","        753.00","        753.80","        750.69","    8738342","          6559815654.50","     169526","    5682249","         65.03"
"INFY","EQ","13-Jun-2019","        753.80","        740.00","        747.20","        740.00","        742.20","        742.65","        743.56","    4808577","          3575457337.65","      97174","    2798082","         58.19"
"INFY","EQ","14-Jun-2019","        742.65","        743.85","        745.50","        738.25","        739.60","        740.45","        741.51","    5556353","          4120112206.80","     105007","    3805500","         68.49"
"INFY","EQ","17-Jun-2019","        740.45","        743.00","        744.50","        737.80","        739.05","        740.55","        741.80","    3085588","          2288895910.05","      72650","    1868593","         53.99"
"INFY","EQ","18-Jun-2019","        740.55","        740.20","        752.45","        740.20","        751.45","        750.15","        749.20","    6202838","          4647146092.80","     150082","    3888747","         60.13"
"INFY","EQ","19-Jun-2019","        750.15","        752.50","        755.40","        748.60","        751.95","        751.90","        751.20","    4596253","          3452713823.50","      91764","    2914377","         63.41"
"INFY","EQ","20-Jun-2019","        751.90","        737.80","        756.90","        735.90","        754.95","        754.90","        749.22","    7148684","          5355932052.15","     113630","    4190645","         58.62"
"INFY","EQ","21-Jun-2019","        754.90","        755.00","        755.00","        747.15","        751.75","        750.20","        750.28","   13200318","          9903909135.25","     122666","   10426131","         78.98"
"INFY","EQ","24-Jun-2019","        750.20","        751.90","        751.90","        742.65","        745.00","        745.50","        747.99","    4758178","          3559059442.10","      70416","    2725979","         57.29"
"INFY","EQ","25-Jun-2019","        745.50","        744.00","        750.90","        737.30","        745.45","        748.10","        744.67","    3677911","          2738811697.20","     118947","    2194892","         59.68"
"INFY","EQ","26-Jun-2019","        748.10","        743.00","        751.45","        738.00","        739.40","        739.20","        743.56","    5447130","          4050265776.85","      98489","    3316971","         60.89"
"INFY","EQ","27-Jun-2019","        739.20","        742.00","        744.70","        728.15","        731.70","        730.55","        733.31","   11122346","          8156165446.65","     145135","    7204390","         64.77"
"INFY","EQ","28-Jun-2019","        730.55","        735.50","        739.50","        728.50","        731.70","        732.00","        732.85","    5919494","          4338124833.55","     116890","    3739343","         63.17"
"INFY","EQ","01-Jul-2019","        732.00","        735.00","        737.50","        729.85","        731.70","        731.30","        733.32","    3224968","          2364922428.15","     101260","    1828013","         56.68"
"INFY","EQ","02-Jul-2019","        731.30","        734.00","        741.65","        730.10","        739.50","        740.00","        734.99","    4837606","          3555605380.15","      88954","    3304104","         68.30"
"INFY","EQ","03-Jul-2019","        740.00","        741.00","        743.20","        730.00","        731.70","        731.30","        736.80","    5958379","          4390116575.45","     133416","    3450978","         57.92"
"INFY","EQ","04-Jul-2019","        731.30","        729.00","        736.40","        728.60","        732.50","        733.80","        733.38","    3274064","          2401148622.20","      97167","    1912727","         58.42"
"INFY","EQ","05-Jul-2019","        733.80","        735.00","        736.40","        713.50","        718.00","        718.00","        723.71","    4926289","          3565194468.40","     113048","    2508334","         50.92"
"INFY","EQ","08-Jul-2019","        718.00","        716.45","        724.95","        712.30","        717.20","        717.60","        717.20","    7177092","          5147414055.90","     111837","    4729332","         65.89"
"INFY","EQ","09-Jul-2019","        717.60","        718.00","        719.85","        709.05","        713.80","        715.50","        713.79","    5022638","          3585086283.25","     121716","    3127520","         62.27"
"INFY","EQ","10-Jul-2019","        715.50","        709.00","        722.70","        706.50","        717.55","        717.25","        716.16","    7573816","          5424075999.15","     130598","    4573427","         60.38"
"INFY","EQ","11-Jul-2019","        717.25","        719.45","        723.50","        709.60","        722.40","        721.50","        716.61","    6252688","          4480742890.05","     104709","    3347756","         53.54"
"INFY","EQ","12-Jul-2019","        721.50","        722.50","        730.60","        719.60","        730.05","        726.75","        724.08","    7874441","          5701708860.90","     122936","    4012131","         50.95"
"INFY","EQ","15-Jul-2019","        726.75","        763.00","        781.65","        754.20","        779.40","        779.35","        769.12","   31064152","         23891946222.05","     665352","   12612049","         40.60"
"INFY","EQ","16-Jul-2019","        779.35","        777.00","        787.80","        776.00","        782.90","        784.85","        782.56","    9924322","          7766341595.70","     231682","    4334802","         43.68"
"INFY","EQ","17-Jul-2019","        784.85","        783.90","        795.00","        776.75","        794.00","        794.15","        789.65","    6754348","          5333567143.85","     159078","    3125761","         46.28"
"INFY","EQ","18-Jul-2019","        794.15","        789.05","        798.50","        786.20","        791.75","        792.70","        793.85","    6534471","          5187412943.75","     148380","    3373686","         51.63"
"INFY","EQ","19-Jul-2019","        792.70","        788.70","        794.50","        781.25","        785.00","        785.40","        786.53","    6812754","          5358405148.45","      96268","    4152096","         60.95"
"INFY","EQ","22-Jul-2019","        785.40","        785.95","        792.00","        782.05","        784.10","        784.40","        787.13","    7107151","          5594276878.85","     132725","    4990428","         70.22"
"INFY","EQ","23-Jul-2019","        784.40","        787.00","        804.00","        785.55","        790.00","        790.05","        795.33","   10782564","          8575674726.55","     207585","    6306627","         58.49"
"INFY","EQ","24-Jul-2019","        790.05","        788.00","        793.75","        783.60","        786.65","        786.30","        786.78","    5745146","          4520166051.60","     236924","    3675199","         63.97"
"INFY","EQ","25-Jul-2019","        786.30","        788.25","        800.20","        787.65","        792.90","        794.50","        793.82","    9773568","          7758491817.40","     259756","    6336962","         64.84"
"INFY","EQ","26-Jul-2019","        794.50","        792.30","        795.00","        782.20","        789.50","        787.00","        786.88","    4941763","          3888567431.70","     201172","    2730307","         55.25"
"INFY","EQ","29-Jul-2019","        787.00","        789.50","        796.95","        786.20","        791.85","        791.45","        790.84","    6244316","          4938229660.60","     190597","    3623676","         58.03"
"INFY","EQ","30-Jul-2019","        791.45","        791.90","        797.80","        788.55","        791.65","        792.70","        793.92","    8673253","          6885836888.55","     193679","    6033235","         69.56"
"INFY","EQ","31-Jul-2019","        792.70","        790.85","        799.80","        781.60","        795.00","        793.65","        792.38","    7350584","          5824475368.20","     209577","    4494630","         61.15"
"INFY","EQ","01-Aug-2019","        793.65","        786.45","        788.40","        764.40","        770.25","        768.85","        774.33","   10066407","          7794755234.05","     216329","    6020077","         59.80"
"INFY","EQ","02-Aug-2019","        768.85","        765.05","        779.90","        762.25","        774.75","        775.60","        770.48","   10838336","          8350680485.05","     227612","    6835374","         63.07"
"INFY","EQ","05-Aug-2019","        775.60","        772.60","        785.90","        768.65","        776.80","        776.70","        777.83","    9976238","          7759839281.05","     281736","    6166468","         61.81"
"INFY","EQ","06-Aug-2019","        776.70","        778.80","        783.70","        769.80","        775.30","        774.45","        776.57","    9331718","          7246765643.85","     199427","    6512914","         69.79"
"INFY","EQ","07-Aug-2019","        774.45","        778.90","        783.45","        772.35","        776.05","        776.10","        778.99","    5130457","          3996582933.60","     157512","    2955139","         57.60"
"INFY","EQ","08-Aug-2019","        776.10","        782.70","        792.75","        781.25","        787.10","        788.75","        787.81","    8009009","          6309550989.70","     171889","    5162652","         64.46"
"INFY","EQ","09-Aug-2019","        788.75","        792.00","        796.75","        784.80","        790.00","        789.85","        790.13","    4362520","          3446958075.10","      77391","    2308520","         52.92"
"INFY","EQ","13-Aug-2019","        789.85","        784.15","        786.00","        760.15","        764.00","        764.75","        772.53","    7517099","          5807216873.40","     161749","    4223553","         56.19"
"INFY","EQ","14-Aug-2019","        764.75","        775.10","        778.25","        768.00","        772.80","        774.80","        773.33","    5940968","          4594357881.15","     154633","    3539708","         59.58"
"INFY","EQ","16-Aug-2019","        774.80","        780.00","        780.05","        762.50","        775.00","        774.55","        772.37","    5128088","          3960775631.80","     125413","    2822446","         55.04"
"INFY","EQ","19-Aug-2019","        774.55","        775.60","        783.00","        773.35","        778.00","        777.65","        779.02","    3881451","          3023717274.55","     107402","    1930708","         49.74"
"INFY","EQ","20-Aug-2019","        777.65","        785.20","        798.00","        783.85","        792.50","        792.75","        793.28","    8435344","          6691567042.75","     140808","    4388051","         52.02"
"INFY","EQ","21-Aug-2019","        792.75","        793.00","        803.75","        793.00","        799.25","        799.45","        799.47","    5926896","          4738350174.65","     154752","    3200340","         54.00"
"INFY","EQ","22-Aug-2019","        799.45","        799.90","        801.30","        792.35","        795.40","        795.70","        797.00","    5222488","          4162305017.45","     136435","    2970228","         56.87"
"INFY","EQ","23-Aug-2019","        795.70","        796.45","        809.95","        795.80","        801.25","        802.20","        802.51","    6895015","          5533306729.60","     151009","    3671650","         53.25"
"INFY","EQ","26-Aug-2019","        802.20","        795.90","        806.80","        786.90","        804.30","        802.55","        799.09","    5412074","          4324723248.25","     141654","    2928888","         54.12"
"INFY","EQ","27-Aug-2019","        802.55","        791.00","        794.95","        781.10","        785.50","        784.65","        785.23","   16061642","         12612131007.40","     242098","   11517935","         71.71"
"INFY","EQ","28-Aug-2019","        784.65","        787.40","        805.00","        786.30","        803.50","        802.50","        796.96","    5881134","          4687024730.60","     113678","    2578179","         43.84"
"INFY","EQ","29-Aug-2019","        802.50","        795.50","        809.70","        795.50","        808.30","        806.95","        805.11","    7830413","          6304378192.25","     117244","    4155574","         53.07"
"INFY","EQ","30-Aug-2019","        806.95","        810.00","        817.35","        802.00","        814.75","        814.90","        809.24","    8174186","          6614876749.25","     144388","    5362040","         65.60"
"INFY","EQ","03-Sep-2019","        814.90","        815.00","        822.40","        812.05","        812.75","        814.25","        816.96","    5647088","          4613455969.85","     109072","    3392110","         60.07"
"INFY","EQ","04-Sep-2019","        814.25","        810.75","        822.45","        810.25","        819.90","        821.30","        818.11","    6199015","          5071479097.25","     124357","    3728982","         60.15"
"INFY","EQ","05-Sep-2019","        821.30","        830.10","        837.50","        826.65","        835.10","        834.05","        833.00","    7926895","          6603073399.30","     242554","    4640725","         58.54"
"INFY","EQ","06-Sep-2019","        834.05","        843.30","        847.00","        835.05","        840.25","        840.15","        840.49","    6106841","          5132762932.40","     171032","    3425602","         56.09"
"INFY","EQ","09-Sep-2019","        840.15","        836.80","        840.30","        827.55","        830.00","        829.10","        830.92","    4377870","          3637654796.40","     122479","    2606258","         59.53"
"INFY","EQ","11-Sep-2019","        829.10","        822.30","        828.55","        814.15","        822.10","        820.10","        818.82","    7981036","          6535045005.95","     162235","    5625215","         70.48"
"INFY","EQ","12-Sep-2019","        820.10","        816.40","        819.85","        810.85","        817.60","        816.40","        816.08","    4400017","          3590752489.80","     110552","    2680941","         60.93"
"INFY","EQ","13-Sep-2019","        816.40","        818.10","        831.05","        817.50","        829.80","        829.30","        824.18","    4832021","          3982478489.30","      93586","    2458599","         50.88"
"INFY","EQ","16-Sep-2019","        829.30","        832.05","        837.95","        820.55","        827.60","        827.70","        827.38","    4846496","          4009906892.00","     137629","    2537087","         52.35"
"INFY","EQ","17-Sep-2019","        827.70","        831.50","        835.00","        820.55","        832.35","        831.25","        827.54","    5540901","          4585299188.00","     135783","    3521255","         63.55"
"INFY","EQ","18-Sep-2019","        831.25","        829.90","        832.95","        824.00","        831.45","        829.85","        828.68","    3199389","          2651273644.15","     115862","    1381310","         43.17"
"INFY","EQ","19-Sep-2019","        829.85","        824.85","        827.00","        815.20","        820.30","        820.70","        820.99","    6601607","          5419828832.75","     120499","    4322765","         65.48"
"INFY","EQ","20-Sep-2019","        820.70","        822.90","        835.00","        802.00","        807.30","        805.00","        811.86","   22462366","         18236400807.25","     277034","   16113892","         71.74"
"INFY","EQ","23-Sep-2019","        805.00","        806.90","        806.90","        741.90","        765.00","        764.35","        770.66","   17279260","         13316370233.10","     423674","   11307357","         65.44"
"INFY","EQ","24-Sep-2019","        764.35","        765.00","        798.65","        765.00","        794.00","        794.05","        785.94","   13717998","         10781580307.60","     236139","    7761626","         56.58"
"INFY","EQ","25-Sep-2019","        794.05","        787.70","        801.00","        781.65","        790.75","        792.65","        793.69","    9313576","          7392081925.45","     257048","    4911658","         52.74"
"INFY","EQ","26-Sep-2019","        792.65","        787.75","        797.00","        778.10","        784.60","        782.55","        783.93","   18442824","         14457802893.35","     178651","   13292785","         72.08"
"INFY","EQ","27-Sep-2019","        782.55","        787.05","        794.25","        780.10","        782.20","        782.20","        785.46","    5087642","          3996126504.85","     161432","    2830566","         55.64"
"INFY","EQ","30-Sep-2019","        782.20","        785.10","        808.00","        784.15","        804.20","        805.65","        801.63","    8178091","          6555812642.85","     156000","    4430205","         54.17"
"INFY","EQ","01-Oct-2019","        805.65","        807.00","        807.55","        791.55","        794.95","        793.55","        796.66","    5881438","          4685487403.15","     172253","    3614822","         61.46"
"INFY","EQ","03-Oct-2019","        793.55","        792.55","        797.85","        784.15","        786.40","        785.60","        791.93","    5497672","          4353793069.65","     166567","    3384617","         61.56"
"INFY","EQ","04-Oct-2019","        785.60","        790.00","        797.60","        787.05","        792.30","        793.45","        794.32","    8201713","          6514820230.85","     114239","    6218101","         75.81"
"INFY","EQ","07-Oct-2019","        793.45","        794.85","        802.00","        786.10","        788.80","        789.55","        791.09","    3679845","          2911078094.65","     118304","    1978821","         53.77"
"INFY","EQ","09-Oct-2019","        789.55","        795.45","        795.90","        778.80","        783.75","        783.65","        783.69","    6335025","          4964668557.95","     148580","    4154272","         65.58"
"INFY","EQ","10-Oct-2019","        783.65","        785.40","        794.70","        776.60","        782.50","        783.05","        786.97","   10402917","          8186820531.95","     123048","    7300873","         70.18"
"INFY","EQ","11-Oct-2019","        783.05","        781.50","        823.80","        776.60","        815.00","        814.80","        807.01","   20636344","         16653757511.40","     318660","   11225299","         54.40"
"INFY","EQ","14-Oct-2019","        814.80","        786.75","        797.00","        780.00","        786.30","        786.10","        789.64","   15150858","         11963746229.55","     308844","    7057980","         46.58"
"INFY","EQ","15-Oct-2019","        786.10","        773.10","        775.95","        765.00","        769.00","        768.30","        769.68","   13762133","         10592375902.55","     298596","    8337226","         60.58"
"INFY","EQ","16-Oct-2019","        768.30","        765.25","        775.95","        761.55","        771.00","        771.45","        770.12","   10767032","          8291883880.80","     258065","    5624891","         52.24"
"INFY","EQ","17-Oct-2019","        771.45","        767.00","        770.55","        765.10","        769.40","        769.50","        768.53","    9860495","          7578123003.70","     202471","    7175174","         72.77"
"INFY","EQ","18-Oct-2019","        769.50","        763.80","        773.80","        760.00","        767.50","        767.85","        767.62","   10037200","          7704758992.10","     187743","    5535843","         55.15"
"INFY","EQ","22-Oct-2019","        767.85","        691.10","        691.10","        638.35","        640.00","        643.55","        658.16","   90152532","         59334453056.60","    1643015","   57759158","         64.07"
"INFY","EQ","23-Oct-2019","        643.55","        630.00","        656.65","        615.10","        650.35","        650.60","        643.94","   60516887","         38969147748.65","    1059289","   28705698","         47.43"
"INFY","EQ","24-Oct-2019","        650.60","        650.00","        653.20","        632.00","        634.70","        635.35","        643.72","   25666433","         16521876122.75","     393942","   14070797","         54.82"
"INFY","EQ","25-Oct-2019","        635.35","        647.00","        652.50","        636.00","        637.10","        637.45","        643.66","   16549337","         10652215420.25","     327171","    8298797","         50.15"
"INFY","EQ","27-Oct-2019","        637.45","        651.10","        652.50","        645.55","        649.95","        648.85","        648.43","    2945433","          1909914669.20","      67356","    1646327","         55.89"
"INFY","EQ","29-Oct-2019","        648.85","        651.00","        653.75","        647.00","        650.90","        650.65","        650.33","   16709764","         10866929874.75","     309792","   11733053","         70.22"
"INFY","EQ","30-Oct-2019","        650.65","        660.40","        671.40","        656.20","        662.25","        660.60","        664.01","   22879467","         15192276718.45","     319118","   13197793","         57.68"
"INFY","EQ","31-Oct-2019","        660.60","        668.40","        695.45","        666.10","        687.00","        685.60","        685.39","   27405901","         18783689651.60","     424958","   12137949","         44.29"
"INFY","EQ","01-Nov-2019","        685.60","        690.00","        694.00","        682.60","        688.90","        687.90","        688.47","    9713519","          6687468933.40","     181647","    4209298","         43.33"
"INFY","EQ","04-Nov-2019","        687.90","        681.80","        732.50","        678.15","        710.10","        709.00","        714.20","   29381982","         20984607124.25","     384467","    7483448","         25.47"
"INFY","EQ","05-Nov-2019","        709.00","        708.75","        708.75","        691.50","        695.05","        696.10","        699.32","   12897805","          9019750145.40","     204502","    5126393","         39.75"
"INFY","EQ","06-Nov-2019","        696.10","        695.80","        721.50","        692.00","        712.50","        712.30","        710.66","   21372589","         15188685234.35","     344247","    7762086","         36.32"
"INFY","EQ","07-Nov-2019","        712.30","        717.00","        724.35","        712.10","        720.25","        720.10","        718.75","   13733737","          9871154252.90","     205054","    7318796","         53.29"
"INFY","EQ","08-Nov-2019","        720.10","        722.00","        724.25","        705.50","        708.30","        708.15","        716.33","    8585630","          6150137780.35","     114589","    4349437","         50.66"
"INFY","EQ","11-Nov-2019","        708.15","        698.90","        707.20","        698.00","        703.10","        704.40","        703.64","    6951494","          4891336200.20","     118370","    3050177","         43.88"
"INFY","EQ","13-Nov-2019","        704.40","        696.50","        700.00","        687.75","        691.45","        691.35","        695.08","    9973690","          6932539254.05","     182739","    4810242","         48.23"
"INFY","EQ","14-Nov-2019","        691.35","        696.35","        709.80","        696.35","        705.05","        705.30","        705.92","   10539902","          7440318352.30","     172258","    4673617","         44.34"
